day,queue,offered,abandoned,answered,answered_within,abandon_rate,service_level,roll_mean,roll_std,upper_band,is_anomaly
2026-04-06,Crisis,73,7,66,43,0.0958904109589041,0.589041095890411,0.08731849816783595,0.13633235078936934,0.3599831997465746,False
2026-04-07,Crisis,98,6,92,63,0.061224489795918366,0.6428571428571429,0.09114970458441762,0.13572079934401476,0.36259130327244715,False
2026-04-08,Crisis,77,5,72,44,0.06493506493506493,0.5714285714285714,0.09294112683317944,0.1351030335371211,0.3631471939074217,False
2026-04-09,Crisis,81,9,72,46,0.1111111111111111,0.5679012345679012,0.09337766508484373,0.13499414427537249,0.3633659536355887,False
2026-04-10,Crisis,85,4,81,47,0.047058823529411764,0.5529411764705883,0.06278033843488551,0.04394972136672585,0.1506797811683372,False
2026-04-11,Crisis,39,4,35,20,0.10256410256410256,0.5128205128205128,0.06225969539506088,0.04410021620803717,0.1504601278111352,False
2026-04-12,Crisis,43,0,43,30,0.0,0.6976744186046512,0.0695857027210682,0.04139822376767023,0.15238215025640867,False
2026-04-13,Crisis,70,5,65,45,0.07142857142857142,0.6428571428571429,0.06512141700678249,0.04539782533551912,0.15591706767782074,False
2026-04-14,Crisis,74,5,69,43,0.06756756756756757,0.581081081081081,0.06669612096243883,0.04519178863545246,0.15707969823334375,False
2026-04-15,Crisis,93,11,82,61,0.11827956989247312,0.6559139784946236,0.07152237578869365,0.04092785345496706,0.15337808269862777,False
2026-04-16,Crisis,91,10,81,50,0.10989010989010989,0.5494505494505495,0.07747922214313942,0.04125271772992268,0.15998465760298478,False
2026-04-17,Crisis,72,2,70,36,0.027777777777777776,0.5,0.08166551204371501,0.041363353272170784,0.16439221858805658,False
2026-04-18,Crisis,39,4,35,21,0.10256410256410256,0.5384615384615384,0.07956800637478079,0.043397079661966584,0.16636216569871395,False
2026-04-19,Crisis,25,0,25,15,0.0,0.6,0.07439401370078812,0.034562938166847496,0.14351989003448312,False
2026-04-20,Crisis,86,4,82,48,0.046511627906976744,0.5581395348837209,0.07002083585822251,0.039829486915970866,0.14967980969016426,False
2026-04-21,Crisis,87,3,84,49,0.034482758620689655,0.5632183908045977,0.06649377992594199,0.039547761364997686,0.14558930265593736,False
2026-04-22,Crisis,74,3,71,43,0.04054054054054054,0.581081081081081,0.06458365627056852,0.04045718594533843,0.14549802816124538,False
2026-04-23,Crisis,84,2,82,45,0.023809523809523808,0.5357142857142857,0.0628411902423882,0.0409630527013072,0.1447672956450026,False
2026-04-24,Crisis,89,8,81,47,0.0898876404494382,0.5280898876404494,0.0566053625779891,0.03967436684245243,0.13595409626289395,False
2026-04-25,Crisis,40,3,37,28,0.075,0.7,0.05966456378656242,0.04052375527492503,0.14071207433641247,False
2026-04-26,Crisis,32,3,29,21,0.09375,0.65625,0.05769569931769795,0.038916880690618966,0.13552946069893587,False
2026-04-27,Crisis,89,3,86,59,0.033707865168539325,0.6629213483146067,0.06439212788912652,0.03619619140005514,0.1367845106892368,False
2026-04-28,Crisis,79,2,77,43,0.02531645569620253,0.5443037974683544,0.06169779172769565,0.0370265141096045,0.13575081994690466,False
2026-04-29,Crisis,67,3,64,38,0.04477611940298507,0.5671641791044776,0.0586798551654553,0.038214125338602835,0.13510810584266097,False
2026-04-30,Crisis,84,4,80,46,0.047619047619047616,0.5476190476190477,0.053429608701920435,0.03423833717402452,0.12190628304996948,False
2026-05-01,Crisis,78,5,73,47,0.0641025641025641,0.6025641025641025,0.048981675682558845,0.030138686400600367,0.10925904848375959,False
2026-05-02,Crisis,30,1,29,18,0.03333333333333333,0.6,0.051576303277186444,0.029733705454462026,0.1110437141861105,False
2026-05-03,Crisis,35,4,31,17,0.11428571428571428,0.4857142857142857,0.046631248332131496,0.026141497278053292,0.09891424288823808,True
2026-05-04,Crisis,78,5,73,35,0.0641025641025641,0.44871794871794873,0.05479451363825394,0.028221134027312085,0.11123678169287811,False
2026-05-05,Crisis,95,6,89,58,0.06315789473684211,0.6105263157894737,0.0560510090807959,0.028215587551627997,0.1124821841840519,False
2026-05-06,Crisis,75,5,70,41,0.06666666666666667,0.5466666666666666,0.0580992330890925,0.027562707867795362,0.11322464882468322,False
2026-05-07,Crisis,77,4,73,48,0.05194805194805195,0.6233766233766234,0.05996538495524437,0.027163996477431084,0.11429337791010655,False
2026-05-08,Crisis,78,6,72,48,0.07692307692307693,0.6153846153846154,0.06197527982228209,0.025257064526163938,0.11248940887460997,False
2026-05-09,Crisis,35,4,31,17,0.11428571428571428,0.4857142857142857,0.06104923957039914,0.024377294077350446,0.10980382772510003,True
2026-05-10,Crisis,48,3,45,34,0.0625,0.7083333333333334,0.06385536201937873,0.028085775298738597,0.12002691261685593,False
2026-05-11,Crisis,72,5,67,39,0.06944444444444445,0.5416666666666666,0.061623219162235884,0.026736510942085734,0.11509624104640735,False
2026-05-12,Crisis,92,7,85,49,0.07608695652173914,0.532608695652174,0.06417583196765768,0.025545760075825822,0.11526735211930933,False
2026-05-13,Crisis,99,3,96,55,0.030303030303030304,0.5555555555555556,0.06780229631233886,0.02309066162393265,0.11398361956020417,False
2026-05-14,Crisis,76,3,73,40,0.039473684210526314,0.5263157894736842,0.06676850423377066,0.02448288329600359,0.11573427082577784,False
2026-05-15,Crisis,100,4,96,63,0.04,0.63,0.06618669256173342,0.02506287004295795,0.11631243264764932,False
2026-05-16,Crisis,34,1,33,18,0.029411764705882353,0.5294117647058824,0.0644650808401217,0.026026348973065355,0.11651777878625241,False
2026-05-17,Crisis,36,4,32,19,0.1111111111111111,0.5277777777777778,0.06418496879530378,0.026405523492479478,0.11699601578026272,False
2026-05-18,Crisis,90,5,85,49,0.05555555555555555,0.5444444444444444,0.06395821142568926,0.025951922992537246,0.11586205741076375,False
2026-05-19,Crisis,84,3,81,48,0.03571428571428571,0.5714285714285714,0.06334771081518865,0.026048617009174112,0.11544494483353687,False
2026-05-20,Crisis,93,9,84,59,0.0967741935483871,0.6344086021505376,0.0613874530278632,0.02707634424469375,0.1155401415172507,False
2026-05-21,Crisis,72,3,69,39,0.041666666666666664,0.5416666666666666,0.0635379906622718,0.028676274524593075,0.12089053971145794,False
2026-05-22,Crisis,81,8,73,39,0.09876543209876543,0.48148148148148145,0.06280360599931571,0.029124072794992784,0.12105175158930129,False
2026-05-23,Crisis,33,2,31,23,0.06060606060606061,0.696969696969697,0.0643637742261506,0.03049157101545918,0.12534691625706895,False
2026-05-24,Crisis,41,2,39,25,0.04878048780487805,0.6097560975609756,0.060529513249032475,0.026893901581887276,0.11431731641280703,False
2026-01-25,GeneralChat,54,5,49,32,0.09259259259259259,0.5925925925925926,,,,False
2026-01-26,GeneralChat,105,9,96,59,0.08571428571428572,0.5619047619047619,,,,False
2026-01-27,GeneralChat,115,7,108,60,0.06086956521739131,0.5217391304347826,,,,False
2026-01-28,GeneralChat,107,9,98,61,0.08411214953271028,0.5700934579439252,,,,False
2026-01-29,GeneralChat,106,9,97,60,0.08490566037735849,0.5660377358490566,,,,False
2026-01-30,GeneralChat,141,17,124,71,0.12056737588652482,0.5035460992907801,0.08163885068686767,0.012090762011214107,0.1058203747092959,True
2026-01-31,GeneralChat,57,2,55,40,0.03508771929824561,0.7017543859649122,0.08812693822014388,0.019222926412130338,0.12657279104440455,False
2026-02-01,GeneralChat,39,4,35,20,0.10256410256410256,0.5128205128205128,0.08054990694558696,0.02664233292627433,0.13383457279813563,False
2026-02-02,GeneralChat,105,1,104,68,0.009523809523809525,0.6476190476190476,0.08330168139790142,0.02586484136033103,0.13503136411856348,False
2026-02-03,GeneralChat,102,9,93,55,0.08823529411764706,0.5392156862745098,0.07510414007855787,0.03449874518604708,0.14410163045065202,False
2026-02-04,GeneralChat,90,7,83,54,0.07777777777777778,0.6,0.07641725548246679,0.032789720342158914,0.14199669616678462,False
2026-02-05,GeneralChat,101,7,94,60,0.06930693069306931,0.594059405940594,0.07654093932749508,0.031109764684645592,0.13876046869678627,False
2026-02-06,GeneralChat,107,5,102,61,0.04672897196261682,0.5700934579439252,0.07593810527462626,0.029735415923409315,0.1354089371214449,False
2026-02-07,GeneralChat,55,5,50,33,0.09090909090909091,0.6,0.07369124886601014,0.029599675254392735,0.1328905993747956,False
2026-02-08,GeneralChat,47,2,45,36,0.0425531914893617,0.7659574468085106,0.0749210947262302,0.028808342935347994,0.13253778059692617,False
2026-02-09,GeneralChat,116,8,108,66,0.06896551724137931,0.5689655172413793,0.07134685179028513,0.029542035816060578,0.13043092342240628,False
2026-02-10,GeneralChat,95,7,88,60,0.07368421052631578,0.631578947368421,0.07015051118507754,0.029253171829219857,0.12865685484351724,False
2026-02-11,GeneralChat,113,7,106,68,0.061946902654867256,0.6017699115044248,0.07106584299285786,0.02914070141628594,0.12934724582542972,False
2026-02-12,GeneralChat,106,1,105,65,0.009433962264150943,0.6132075471698113,0.06948261107301193,0.028979040780985742,0.12744069263498342,False
2026-02-13,GeneralChat,106,4,102,70,0.03773584905660377,0.660377358490566,0.06409177549349711,0.032673579915122895,0.1294389353237429,False
2026-02-14,GeneralChat,54,3,51,36,0.05555555555555555,0.6666666666666666,0.058175237862788456,0.028947408933077626,0.11607005572894372,False
2026-02-15,GeneralChat,50,5,45,27,0.1,0.54,0.05963722616688202,0.02819886491974881,0.11603495600637964,False
2026-02-16,GeneralChat,121,9,112,69,0.0743801652892562,0.5702479338842975,0.059454075983731834,0.02790541022031952,0.11526489642437088,False
2026-02-17,GeneralChat,111,10,101,66,0.09009009009009009,0.5945945945945946,0.06408667282412088,0.02410323667817818,0.11229314618047724,False
2026-02-18,GeneralChat,122,8,114,80,0.06557377049180328,0.6557377049180327,0.06421915825072397,0.0242508275900493,0.11272081343082258,False
2026-02-19,GeneralChat,123,8,115,68,0.06504065040650407,0.5528455284552846,0.06334744344458293,0.0239433541468652,0.11123415173831333,False
2026-02-20,GeneralChat,109,6,103,68,0.05504587155963303,0.6238532110091743,0.0630427091383997,0.023888758349123462,0.11082022583664662,False
2026-02-21,GeneralChat,43,4,39,22,0.09302325581395349,0.5116279069767442,0.06363677339532943,0.023552913748961412,0.11074260089325225,False
2026-02-22,GeneralChat,55,2,53,40,0.03636363636363636,0.7272727272727273,0.06378778517424817,0.023747199804841235,0.11128218478393065,False
2026-02-23,GeneralChat,91,5,86,57,0.054945054945054944,0.6263736263736264,0.06334567409383922,0.024225738028837374,0.11179715015151397,False
2026-02-24,GeneralChat,104,2,102,61,0.019230769230769232,0.5865384615384616,0.062344212501244625,0.024265312041493944,0.11087483658423251,False
2026-02-25,GeneralChat,118,9,109,63,0.07627118644067797,0.5338983050847458,0.05845468098013416,0.02656319728380695,0.11158107554774807,False
2026-02-26,GeneralChat,112,9,103,64,0.08035714285714286,0.5714285714285714,0.059477844107692066,0.026980649796590876,0.11343914370087382,False
2026-02-27,GeneralChat,95,8,87,49,0.08421052631578947,0.5157894736842106,0.06454378557862006,0.023263843437475767,0.1110714724535716,False
2026-02-28,GeneralChat,44,3,41,27,0.06818181818181818,0.6136363636363636,0.06786340538284762,0.022445695699953604,0.11275479678275482,False
2026-03-01,GeneralChat,51,2,49,34,0.0392156862745098,0.6666666666666666,0.0687652812847235,0.022165030007892193,0.11309534130050788,False
2026-03-02,GeneralChat,124,7,117,79,0.056451612903225805,0.6370967741935484,0.06442354459004564,0.021519959688520874,0.10746346396708739,False
2026-03-03,GeneralChat,121,10,111,73,0.08264462809917356,0.6033057851239669,0.06314293370532918,0.021415074749202217,0.10597308320373361,False
2026-03-04,GeneralChat,109,11,98,62,0.10091743119266056,0.5688073394495413,0.06261111499169228,0.020777350382028686,0.10416581575574965,False
2026-03-05,GeneralChat,111,8,103,67,0.07207207207207207,0.6036036036036037,0.06513566218461067,0.023174003255529933,0.11148366869567053,False
2026-03-06,GeneralChat,127,12,115,67,0.09448818897637795,0.5275590551181102,0.0656379065892941,0.02324786311476233,0.11213363281881875,False
2026-03-07,GeneralChat,54,3,51,30,0.05555555555555555,0.5555555555555556,0.06845521497620445,0.02423450691174909,0.11692422879970263,False
2026-03-08,GeneralChat,49,4,45,28,0.08163265306122448,0.5714285714285714,0.06577895067203317,0.023365961999530394,0.11251087467109396,False
2026-03-09,GeneralChat,115,4,111,65,0.034782608695652174,0.5652173913043478,0.06901245186471804,0.02207903301642574,0.11317051789756952,False
2026-03-10,GeneralChat,93,7,86,43,0.07526881720430108,0.46236559139784944,0.06757227713261783,0.02366763637069895,0.11490754987401573,False
2026-03-11,GeneralChat,111,7,104,73,0.06306306306306306,0.6576576576576577,0.07157499484501297,0.019175449054098088,0.10992589295320915,False
2026-03-12,GeneralChat,104,7,97,61,0.0673076923076923,0.5865384615384616,0.07063155746089762,0.019251393023185404,0.10913434350726843,False
2026-03-13,GeneralChat,115,6,109,60,0.05217391304347826,0.5217391304347826,0.06969945385022257,0.01905923430864447,0.10781792246751151,False
2026-03-14,GeneralChat,58,3,55,33,0.05172413793103448,0.5689655172413793,0.06741112433077177,0.019106121431921325,0.10562336719461443,False
2026-03-15,GeneralChat,45,4,41,24,0.08888888888888889,0.5333333333333333,0.06623557574143009,0.01955605584097252,0.10534768742337514,False
2026-03-16,GeneralChat,106,6,100,60,0.05660377358490566,0.5660377358490566,0.06978366164245717,0.018766919628831685,0.10731750090012054,False
2026-03-17,GeneralChat,100,5,95,60,0.05,0.6,0.06979453026257715,0.01875864685226331,0.10731182396710376,False
2026-03-18,GeneralChat,110,8,102,59,0.07272727272727272,0.5363636363636364,0.06746277111263618,0.01906488478873857,0.10559254069011333,False
2026-03-19,GeneralChat,117,5,112,71,0.042735042735042736,0.6068376068376068,0.06544918836510848,0.016587403226885844,0.09862399481888016,False
2026-03-20,GeneralChat,111,6,105,54,0.05405405405405406,0.4864864864864865,0.06335368626960639,0.017513597601255777,0.09838088147211793,False
2026-03-21,GeneralChat,47,4,43,24,0.0851063829787234,0.5106382978723404,0.06046553377515468,0.015160133105547495,0.09078579998624967,False
2026-03-22,GeneralChat,48,2,46,28,0.041666666666666664,0.5833333333333334,0.06257630716252381,0.016428103800802965,0.09543251476412974,False
2026-03-23,GeneralChat,133,10,123,75,0.07518796992481203,0.5639097744360902,0.05972159384862682,0.01633413377788727,0.09238986140440136,False
2026-03-24,GeneralChat,116,7,109,74,0.0603448275862069,0.6379310344827587,0.06260769107928109,0.015112636202563864,0.09283296348440881,False
2026-03-25,GeneralChat,131,9,122,79,0.06870229007633588,0.6030534351145038,0.0615416918208458,0.014670746725928416,0.09088318527270263,False
2026-03-26,GeneralChat,94,5,89,60,0.05319148936170213,0.6382978723404256,0.06194449375036528,0.014792640136880825,0.09152977402412693,False
2026-03-27,GeneralChat,102,7,95,60,0.06862745098039216,0.5882352941176471,0.060936193539937414,0.014879791265885279,0.09069577607170798,False
2026-03-28,GeneralChat,55,8,47,31,0.14545454545454545,0.5636363636363636,0.06211144624971698,0.014783949878117585,0.09167934600595215,True
2026-03-29,GeneralChat,64,4,60,34,0.0625,0.53125,0.06880647535853919,0.026387636187295456,0.1215817477331301,False
2026-03-30,GeneralChat,117,3,114,60,0.02564102564102564,0.5128205128205128,0.06692155472361856,0.025778229937494568,0.1184780145986077,False
2026-03-31,GeneralChat,122,9,113,68,0.07377049180327869,0.5573770491803278,0.06470992987048427,0.027966835158359155,0.12064360018720258,False
2026-04-01,GeneralChat,106,6,100,59,0.05660377358490566,0.5566037735849056,0.06640782214214704,0.027725609246950826,0.12185904063604869,False
2026-04-02,GeneralChat,103,4,99,55,0.038834951456310676,0.5339805825242718,0.06525614363197796,0.027777740300233448,0.12081162423244485,False
2026-04-03,GeneralChat,98,4,94,67,0.04081632653061224,0.6836734693877551,0.0649775656834971,0.02803929942801444,0.12105616453952597,False
2026-04-04,GeneralChat,51,1,50,24,0.0196078431372549,0.47058823529411764,0.06403201371753696,0.028652500861691136,0.12133701544091924,False
2026-04-05,GeneralChat,51,3,48,33,0.058823529411764705,0.6470588235294118,0.059353546586003496,0.030249603429513897,0.1198527534450313,False
2026-04-06,GeneralChat,112,10,102,52,0.08928571428571429,0.4642857142857143,0.06057903678208193,0.02982246214515744,0.1202239610723968,False
2026-04-07,GeneralChat,119,11,108,66,0.09243697478991597,0.5546218487394958,0.06158601852214638,0.030582028991113265,0.12275007650437292,False
2026-04-08,GeneralChat,115,17,98,63,0.14782608695652175,0.5478260869565217,0.06387831475098274,0.03166539327144534,0.12720910129387342,True
2026-04-09,GeneralChat,115,6,109,73,0.05217391304347826,0.6347826086956522,0.06953001452813888,0.038840736425123396,0.14721148737838569,False
2026-04-10,GeneralChat,119,6,113,69,0.05042016806722689,0.5798319327731093,0.0694573305054086,0.038874600538326684,0.14720653158206198,False
2026-04-11,GeneralChat,65,4,61,33,0.06153846153846154,0.5076923076923077,0.06815681029732537,0.03920762807011383,0.14657206643755305,False
2026-04-12,GeneralChat,45,6,39,23,0.13333333333333333,0.5111111111111111,0.06216280430331937,0.03228474807250754,0.12673230044833445,True
2026-04-13,GeneralChat,101,9,92,46,0.0891089108910891,0.45544554455445546,0.06722232811284318,0.03747482439055163,0.14217197689394645,False
2026-04-14,GeneralChat,113,8,105,64,0.07079646017699115,0.5663716814159292,0.07175574848784771,0.03586191809903006,0.14347958468590782,False
2026-04-15,GeneralChat,121,7,114,65,0.05785123966942149,0.5371900826446281,0.0715433176573986,0.03585787379906757,0.14325906525553372,False
2026-04-16,GeneralChat,111,10,101,56,0.09009009009009009,0.5045045045045045,0.07163242237772116,0.0358194235463284,0.14327126947037797,False
2026-04-17,GeneralChat,103,4,99,64,0.038834951456310676,0.6213592233009708,0.0752935037087054,0.03481463718351452,0.14492277807573445,False
2026-04-18,GeneralChat,47,1,46,33,0.02127659574468085,0.7021276595744681,0.07515197691768385,0.034969257242691225,0.1450904914030663,False
2026-04-19,GeneralChat,54,2,52,34,0.037037037037037035,0.6296296296296297,0.07527117353250001,0.03476762792159493,0.14480642937568988,False
2026-04-20,GeneralChat,112,4,108,62,0.03571428571428571,0.5535714285714286,0.07371499550573375,0.03602527307593672,0.1457655416576072,False
2026-04-21,GeneralChat,90,8,82,48,0.08888888888888889,0.5333333333333333,0.06988846489348885,0.037074019363040056,0.14403650361956896,False
2026-04-22,GeneralChat,112,5,107,69,0.044642857142857144,0.6160714285714286,0.06963503018627262,0.03691982942064946,0.14347468902757154,False
2026-04-23,GeneralChat,113,8,105,57,0.07079646017699115,0.504424778761062,0.062264799485296576,0.02970397875995386,0.1216727570052043,False
2026-04-24,GeneralChat,96,6,90,56,0.0625,0.5833333333333334,0.06359498142340465,0.02963422459222449,0.12286343060785362,False
2026-04-25,GeneralChat,51,5,46,24,0.09803921568627451,0.47058823529411764,0.06445782656145986,0.029396015855720468,0.1232498582729008,False
