interaction_id,interaction_datetime,date_key,queue,channel,agent_id,wait_seconds,handle_seconds,acw_seconds,abandoned,answered,answered_within_threshold,disposition
37,2026-01-25 10:14:40,20260125,GeneralSupp,Phone,,9.5,0.0,0.0,1,0,0,Abandoned
38,2026-01-25 10:09:52,20260125,GeneralChat,Chat,1037,34.8,1200.9,19.3,0,1,0,Escalated
39,2026-01-25 10:52:58,20260125,Intake,Phone,1002,18.2,714.0,19.8,0,1,1,FollowUp
40,2026-01-25 10:19:10,20260125,GeneralChat,Chat,1016,17.6,592.0,79.4,0,1,1,Resolved
41,2026-01-25 10:22:26,20260125,Intake,Phone,1014,4.6,482.9,29.0,0,1,1,Resolved
42,2026-01-25 10:04:15,20260125,GeneralSupp,Phone,,17.9,0.0,0.0,1,0,0,Abandoned
43,2026-01-25 10:26:45,20260125,GeneralChat,Chat,1032,25.6,227.8,25.7,0,1,0,Escalated
44,2026-01-25 10:54:50,20260125,GeneralSupp,Phone,1037,36.3,383.0,29.1,0,1,0,Resolved
45,2026-01-25 10:24:34,20260125,Crisis,Phone,1033,38.6,1195.2,88.8,0,1,0,Resolved
46,2026-01-25 10:39:04,20260125,GeneralSupp,Phone,1025,10.6,327.4,15.3,0,1,1,Resolved
47,2026-01-25 11:05:08,20260125,GeneralChat,Chat,1003,22.7,374.2,67.2,0,1,0,Resolved
48,2026-01-25 11:00:13,20260125,Intake,Phone,1014,21.1,387.4,63.6,0,1,0,Resolved
49,2026-01-25 11:14:00,20260125,Crisis,Phone,1007,113.4,390.5,27.3,0,1,0,Resolved
50,2026-01-25 11:03:45,20260125,Intake,Phone,1018,25.6,385.2,39.2,0,1,0,FollowUp
51,2026-01-25 11:12:41,20260125,Intake,Phone,1038,11.3,200.0,56.7,0,1,1,Resolved
52,2026-01-25 11:06:34,20260125,Intake,Phone,1023,34.6,385.7,87.9,0,1,0,Resolved
53,2026-01-25 11:58:51,20260125,GeneralSupp,Phone,,27.1,0.0,0.0,1,0,0,Abandoned
54,2026-01-25 11:05:43,20260125,GeneralChat,Chat,1011,8.8,242.9,57.4,0,1,1,Resolved
55,2026-01-25 11:37:36,20260125,Intake,Phone,1001,8.8,296.7,40.4,0,1,1,Resolved
56,2026-01-25 11:21:06,20260125,Intake,Phone,1004,9.8,236.5,25.5,0,1,1,Transferred
57,2026-01-25 11:10:27,20260125,Intake,Phone,1013,15.1,295.3,76.5,0,1,1,Resolved
58,2026-01-25 11:42:04,20260125,Intake,Phone,1024,14.1,319.4,64.8,0,1,1,Resolved
59,2026-01-25 11:58:13,20260125,GeneralSupp,Phone,1002,35.7,280.7,62.1,0,1,0,Resolved
60,2026-01-25 11:47:26,20260125,GeneralSupp,Phone,1012,8.5,252.3,69.0,0,1,1,Resolved
61,2026-01-25 11:58:30,20260125,GeneralSupp,Phone,1022,35.2,239.4,52.3,0,1,0,Resolved
62,2026-01-25 11:35:24,20260125,Crisis,Phone,1020,20.9,496.6,34.2,0,1,0,Transferred
63,2026-01-25 11:40:24,20260125,GeneralSupp,Phone,,26.9,0.0,0.0,1,0,0,Abandoned
64,2026-01-25 11:08:47,20260125,Intake,Phone,1029,12.8,225.5,85.0,0,1,1,FollowUp
65,2026-01-25 11:51:08,20260125,Intake,Phone,1022,37.7,397.6,70.3,0,1,0,Resolved
66,2026-01-25 11:44:52,20260125,GeneralChat,Chat,1022,9.6,389.8,47.6,0,1,1,Escalated
67,2026-01-25 11:15:14,20260125,GeneralSupp,Phone,1006,6.8,231.3,78.7,0,1,1,Resolved
68,2026-01-25 11:21:17,20260125,GeneralChat,Chat,1033,6.5,331.8,17.0,0,1,1,Resolved
69,2026-01-25 11:36:39,20260125,GeneralChat,Chat,1019,9.5,327.0,36.9,0,1,1,Resolved
70,2026-01-25 11:00:46,20260125,GeneralSupp,Phone,1015,54.0,273.8,22.8,0,1,0,Resolved
71,2026-01-25 11:49:04,20260125,GeneralChat,Chat,1019,9.9,269.0,44.5,0,1,1,Resolved
72,2026-01-25 11:16:50,20260125,Crisis,Phone,1027,4.6,868.1,52.2,0,1,1,Resolved
73,2026-01-25 12:33:43,20260125,GeneralSupp,Phone,1026,33.4,249.9,83.0,0,1,0,FollowUp
74,2026-01-25 12:41:06,20260125,Crisis,Phone,1033,16.1,646.6,22.6,0,1,1,Resolved
75,2026-01-25 12:57:55,20260125,GeneralSupp,Phone,1033,20.1,236.8,37.5,0,1,0,Resolved
76,2026-01-25 12:32:56,20260125,GeneralSupp,Phone,,15.2,0.0,0.0,1,0,0,Abandoned
77,2026-01-25 12:56:19,20260125,Intake,Phone,1025,63.0,160.7,64.4,0,1,0,Resolved
78,2026-01-25 12:56:40,20260125,Crisis,Phone,1014,28.2,682.4,84.3,0,1,0,FollowUp
79,2026-01-25 12:31:21,20260125,GeneralSupp,Phone,1007,11.0,82.0,33.6,0,1,1,Resolved
80,2026-01-25 12:26:21,20260125,GeneralSupp,Phone,1007,9.5,236.5,59.7,0,1,1,Resolved
81,2026-01-25 12:08:33,20260125,Intake,Phone,,10.1,0.0,0.0,1,0,0,Abandoned
82,2026-01-25 12:16:06,20260125,Intake,Phone,1036,19.8,361.2,71.7,0,1,1,Resolved
83,2026-01-25 12:52:44,20260125,GeneralSupp,Phone,1015,6.6,185.1,15.1,0,1,1,Resolved
84,2026-01-25 12:08:17,20260125,GeneralSupp,Phone,1007,15.9,216.4,16.5,0,1,1,Escalated
85,2026-01-25 12:23:49,20260125,Intake,Phone,1040,72.0,260.2,36.6,0,1,0,Escalated
86,2026-01-25 12:41:55,20260125,Crisis,Phone,1004,6.5,518.0,87.5,0,1,1,Resolved
87,2026-01-25 12:14:26,20260125,GeneralChat,Chat,1032,9.3,448.7,56.5,0,1,1,Resolved
88,2026-01-25 12:58:26,20260125,Intake,Phone,1033,13.7,436.0,48.2,0,1,1,Escalated
89,2026-01-25 12:38:58,20260125,GeneralChat,Chat,1034,6.7,455.8,71.2,0,1,1,Resolved
90,2026-01-25 12:01:42,20260125,Intake,Phone,1013,27.3,0.0,15.2,0,1,0,FollowUp
91,2026-01-25 12:14:49,20260125,GeneralSupp,Phone,1030,4.7,237.4,68.8,0,1,1,Escalated
92,2026-01-25 12:44:25,20260125,Crisis,Phone,1014,37.5,967.4,15.0,0,1,0,Resolved
93,2026-01-25 12:51:47,20260125,Intake,Phone,1016,40.7,934.0,75.7,0,1,0,Resolved
94,2026-01-25 12:55:36,20260125,GeneralChat,Chat,1019,72.0,151.3,87.8,0,1,0,FollowUp
95,2026-01-25 12:51:04,20260125,Crisis,Phone,1012,20.8,612.9,55.8,0,1,0,Escalated
96,2026-01-25 12:04:29,20260125,GeneralChat,Chat,,74.4,0.0,0.0,1,0,0,Abandoned
97,2026-01-25 12:43:46,20260125,Intake,Phone,1021,20.0,292.4,23.1,0,1,1,Resolved
98,2026-01-25 12:06:36,20260125,GeneralChat,Chat,,38.4,0.0,0.0,1,0,0,Abandoned
99,2026-01-25 12:04:35,20260125,GeneralChat,Chat,1034,18.8,454.7,67.9,0,1,1,Escalated
100,2026-01-25 12:41:31,20260125,GeneralSupp,Phone,1025,10.7,147.4,81.7,0,1,1,Resolved
101,2026-01-25 12:28:41,20260125,Intake,Phone,1010,20.8,190.3,50.3,0,1,0,Resolved
102,2026-01-25 13:16:54,20260125,GeneralChat,Chat,1020,17.7,501.2,39.6,0,1,1,Escalated
103,2026-01-25 13:19:20,20260125,Intake,Phone,1019,13.0,294.1,47.9,0,1,1,Resolved
104,2026-01-25 13:35:53,20260125,GeneralChat,Chat,1004,19.3,576.4,85.2,0,1,1,Resolved
105,2026-01-25 13:23:13,20260125,GeneralChat,Chat,1021,6.6,809.8,64.2,0,1,1,Resolved
106,2026-01-25 13:08:25,20260125,GeneralSupp,Phone,1006,6.8,401.0,67.1,0,1,1,Resolved
107,2026-01-25 13:49:12,20260125,Crisis,Phone,1015,27.9,774.3,35.8,0,1,0,Resolved
108,2026-01-25 13:25:20,20260125,GeneralSupp,Phone,1007,11.4,278.4,81.4,0,1,1,Resolved
109,2026-01-25 13:15:24,20260125,Intake,Phone,1037,12.8,475.0,59.9,0,1,1,Resolved
110,2026-01-25 13:43:42,20260125,GeneralChat,Chat,1026,11.9,532.8,31.2,0,1,1,Escalated
111,2026-01-25 13:44:43,20260125,Crisis,Phone,,17.3,0.0,0.0,1,0,0,Abandoned
112,2026-01-25 13:09:18,20260125,GeneralChat,Chat,1022,30.2,479.4,71.7,0,1,0,Resolved
113,2026-01-25 13:04:25,20260125,GeneralSupp,Phone,1010,52.8,321.4,30.8,0,1,0,Resolved
114,2026-01-25 13:02:43,20260125,GeneralSupp,Phone,1016,36.4,381.9,26.9,0,1,0,Resolved
115,2026-01-25 13:45:56,20260125,GeneralSupp,Phone,1027,13.1,298.1,81.8,0,1,1,Resolved
116,2026-01-25 13:37:32,20260125,GeneralSupp,Phone,1036,7.9,591.1,24.6,0,1,1,Resolved
117,2026-01-25 13:47:31,20260125,GeneralChat,Chat,1005,83.3,440.4,40.9,0,1,0,Escalated
118,2026-01-25 13:37:35,20260125,Intake,Phone,1024,19.4,516.3,35.9,0,1,1,Resolved
119,2026-01-25 13:24:06,20260125,GeneralChat,Chat,1003,14.9,177.2,28.8,0,1,1,Resolved
120,2026-01-25 13:35:22,20260125,GeneralChat,Chat,1030,109.1,791.9,43.6,0,1,0,Resolved
121,2026-01-25 13:43:20,20260125,GeneralChat,Chat,1010,56.1,355.6,46.8,0,1,0,Resolved
122,2026-01-25 13:23:55,20260125,Crisis,Phone,,13.4,0.0,0.0,1,0,0,Abandoned
123,2026-01-25 13:54:54,20260125,GeneralChat,Chat,1002,22.0,610.4,66.3,0,1,0,Resolved
124,2026-01-25 13:53:58,20260125,Intake,Phone,1018,25.6,341.0,47.9,0,1,0,Escalated
125,2026-01-25 13:48:02,20260125,GeneralSupp,Phone,1029,19.2,267.7,78.9,0,1,1,FollowUp
126,2026-01-25 13:59:32,20260125,Intake,Phone,1035,31.2,388.0,50.6,0,1,0,Resolved
127,2026-01-25 13:23:25,20260125,Intake,Phone,1023,8.1,469.2,75.0,0,1,1,Transferred
128,2026-01-25 13:06:50,20260125,Crisis,Phone,1021,6.8,648.6,85.2,0,1,1,FollowUp
129,2026-01-25 14:28:52,20260125,GeneralSupp,Phone,1009,21.3,169.6,66.1,0,1,0,Escalated
130,2026-01-25 14:15:41,20260125,GeneralSupp,Phone,1027,26.1,446.6,20.9,0,1,0,Escalated
131,2026-01-25 14:16:56,20260125,Intake,Phone,1005,7.7,254.0,32.0,0,1,1,Resolved
132,2026-01-25 14:16:41,20260125,GeneralChat,Chat,1039,9.2,369.2,41.2,0,1,1,Resolved
133,2026-01-25 14:00:45,20260125,Intake,Phone,,27.9,0.0,0.0,1,0,0,Abandoned
134,2026-01-25 14:55:40,20260125,GeneralSupp,Phone,1009,17.1,243.8,63.7,0,1,1,Escalated
135,2026-01-25 14:14:11,20260125,GeneralChat,Chat,,17.4,0.0,0.0,1,0,0,Abandoned
136,2026-01-25 14:09:54,20260125,Crisis,Phone,1017,11.2,848.2,16.5,0,1,1,Resolved
137,2026-01-25 14:09:04,20260125,Intake,Phone,1019,20.0,360.1,57.6,0,1,1,Resolved
138,2026-01-25 14:59:17,20260125,Intake,Phone,,51.1,0.0,0.0,1,0,0,Abandoned
139,2026-01-25 14:28:36,20260125,GeneralChat,Chat,1029,23.6,283.1,66.4,0,1,0,FollowUp
140,2026-01-25 14:19:36,20260125,GeneralSupp,Phone,1018,14.9,203.5,17.3,0,1,1,Escalated
141,2026-01-25 14:24:14,20260125,Intake,Phone,1015,13.9,224.2,61.8,0,1,1,Resolved
142,2026-01-25 14:05:18,20260125,GeneralSupp,Phone,1022,137.3,118.8,36.8,0,1,0,Resolved
143,2026-01-25 14:18:49,20260125,Intake,Phone,1029,15.9,308.7,66.2,0,1,1,Resolved
144,2026-01-25 14:14:55,20260125,GeneralChat,Chat,1028,13.7,385.0,69.9,0,1,1,Escalated
145,2026-01-25 14:48:11,20260125,Intake,Phone,1021,14.2,370.5,42.5,0,1,1,Resolved
146,2026-01-25 14:03:30,20260125,Intake,Phone,1010,43.9,352.5,47.8,0,1,0,Escalated
147,2026-01-25 14:25:31,20260125,Intake,Phone,,7.5,0.0,0.0,1,0,0,Abandoned
148,2026-01-25 14:47:24,20260125,GeneralSupp,Phone,1004,28.3,196.6,39.3,0,1,0,Resolved
149,2026-01-25 14:50:00,20260125,Crisis,Phone,1001,5.2,385.8,30.3,0,1,1,Resolved
150,2026-01-25 14:30:45,20260125,GeneralSupp,Phone,1011,69.4,195.5,15.1,0,1,0,Transferred
151,2026-01-25 14:13:21,20260125,Crisis,Phone,1006,13.9,479.8,68.5,0,1,1,Resolved
152,2026-01-25 14:20:13,20260125,Crisis,Phone,1001,17.2,490.0,84.7,0,1,1,Resolved
153,2026-01-25 15:17:00,20260125,Intake,Phone,1009,47.6,395.0,25.4,0,1,0,FollowUp
154,2026-01-25 15:23:10,20260125,GeneralSupp,Phone,1027,6.6,293.0,52.3,0,1,1,Resolved
155,2026-01-25 15:33:05,20260125,GeneralSupp,Phone,1022,3.4,692.2,22.0,0,1,1,Resolved
156,2026-01-25 15:23:45,20260125,GeneralSupp,Phone,1038,10.4,211.0,81.1,0,1,1,Resolved
157,2026-01-25 15:10:41,20260125,GeneralChat,Chat,1008,7.8,351.8,46.9,0,1,1,Transferred
158,2026-01-25 15:18:17,20260125,GeneralSupp,Phone,,7.6,0.0,0.0,1,0,0,Abandoned
159,2026-01-25 15:24:14,20260125,Intake,Phone,1038,5.3,350.9,23.0,0,1,1,Resolved
160,2026-01-25 15:31:07,20260125,Crisis,Phone,1014,17.7,577.7,40.9,0,1,1,Resolved
161,2026-01-25 15:55:14,20260125,Intake,Phone,1013,23.1,382.4,86.5,0,1,0,Resolved
162,2026-01-25 15:32:41,20260125,Intake,Phone,,46.8,0.0,0.0,1,0,0,Abandoned
163,2026-01-25 15:23:13,20260125,Intake,Phone,,41.5,0.0,0.0,1,0,0,Abandoned
164,2026-01-25 15:39:37,20260125,GeneralChat,Chat,1027,8.8,347.0,48.1,0,1,1,Resolved
165,2026-01-25 15:46:23,20260125,GeneralSupp,Phone,1006,6.5,140.8,31.5,0,1,1,Resolved
166,2026-01-25 15:25:49,20260125,GeneralSupp,Phone,1003,61.2,298.6,21.1,0,1,0,Resolved
167,2026-01-25 15:29:21,20260125,Crisis,Phone,,6.0,0.0,0.0,1,0,0,Abandoned
168,2026-01-25 15:13:04,20260125,GeneralSupp,Phone,1027,96.8,171.2,68.7,0,1,0,Resolved
169,2026-01-25 15:51:53,20260125,GeneralChat,Chat,1004,45.0,346.3,28.8,0,1,0,Resolved
170,2026-01-25 15:52:00,20260125,GeneralChat,Chat,1032,14.0,378.2,27.9,0,1,1,FollowUp
171,2026-01-25 15:10:29,20260125,GeneralSupp,Phone,1007,14.0,315.6,33.8,0,1,1,Resolved
172,2026-01-25 15:20:45,20260125,GeneralChat,Chat,1039,6.5,268.8,38.6,0,1,1,FollowUp
173,2026-01-25 15:16:19,20260125,GeneralSupp,Phone,1004,22.3,335.1,64.7,0,1,0,Resolved
174,2026-01-25 15:55:22,20260125,Crisis,Phone,1026,18.3,577.3,56.0,0,1,1,Resolved
175,2026-01-25 15:03:54,20260125,GeneralChat,Chat,1037,20.1,689.0,43.4,0,1,0,FollowUp
176,2026-01-25 16:26:56,20260125,Crisis,Phone,1002,12.8,458.0,26.7,0,1,1,Resolved
177,2026-01-25 16:35:10,20260125,GeneralSupp,Phone,1007,20.7,168.2,55.5,0,1,0,FollowUp
178,2026-01-25 16:12:30,20260125,Intake,Phone,1015,12.3,360.8,28.4,0,1,1,Resolved
179,2026-01-25 16:07:07,20260125,GeneralChat,Chat,1030,9.7,460.5,39.2,0,1,1,Resolved
180,2026-01-25 16:08:08,20260125,Crisis,Phone,1031,73.1,619.2,37.1,0,1,0,Resolved
181,2026-01-25 16:47:20,20260125,Intake,Phone,1018,34.5,332.6,68.4,0,1,0,Escalated
182,2026-01-25 16:39:24,20260125,Intake,Phone,1023,17.2,498.3,77.1,0,1,1,Escalated
183,2026-01-25 16:16:52,20260125,Intake,Phone,1025,17.5,167.1,79.9,0,1,1,Resolved
184,2026-01-25 16:44:13,20260125,Crisis,Phone,1021,7.8,806.2,81.5,0,1,1,Resolved
185,2026-01-25 16:41:42,20260125,GeneralSupp,Phone,1017,11.0,341.8,74.9,0,1,1,FollowUp
186,2026-01-25 16:48:59,20260125,GeneralChat,Chat,1040,71.1,234.6,53.3,0,1,0,Resolved
187,2026-01-25 16:54:36,20260125,GeneralSupp,Phone,1014,14.9,182.1,74.7,0,1,1,Resolved
188,2026-01-25 16:52:56,20260125,GeneralSupp,Phone,,10.3,0.0,0.0,1,0,0,Abandoned
189,2026-01-25 16:10:51,20260125,Crisis,Phone,1003,28.4,739.9,66.8,0,1,0,Resolved
190,2026-01-25 16:46:09,20260125,GeneralChat,Chat,1016,19.8,351.6,47.9,0,1,1,Resolved
191,2026-01-25 16:23:34,20260125,GeneralChat,Chat,1029,14.2,636.2,48.8,0,1,1,Resolved
192,2026-01-25 16:24:11,20260125,Intake,Phone,1024,17.3,206.0,44.7,0,1,1,Resolved
193,2026-01-25 16:38:49,20260125,GeneralChat,Chat,1002,13.1,385.4,49.5,0,1,1,Transferred
194,2026-01-25 16:36:07,20260125,Crisis,Phone,1010,8.6,522.1,74.2,0,1,1,Resolved
195,2026-01-25 16:25:10,20260125,GeneralChat,Chat,1014,27.9,339.8,69.4,0,1,0,Resolved
196,2026-01-25 16:59:58,20260125,GeneralChat,Chat,1025,8.6,264.3,75.5,0,1,1,Resolved
197,2026-01-25 16:10:29,20260125,GeneralSupp,Phone,1037,8.9,328.3,69.3,0,1,1,Resolved
198,2026-01-25 16:05:48,20260125,Intake,Phone,1006,27.0,248.6,23.8,0,1,0,FollowUp
199,2026-01-25 17:32:15,20260125,Intake,Phone,1011,8.1,222.5,20.3,0,1,1,Transferred
200,2026-01-25 17:26:55,20260125,Intake,Phone,1005,17.1,324.7,40.1,0,1,1,Resolved
201,2026-01-25 17:44:40,20260125,Intake,Phone,1033,6.7,249.8,56.7,0,1,1,Resolved
202,2026-01-25 17:12:08,20260125,GeneralChat,Chat,,6.4,0.0,0.0,1,0,0,Abandoned
203,2026-01-25 17:45:44,20260125,Intake,Phone,,15.3,0.0,0.0,1,0,0,Abandoned
204,2026-01-25 17:41:57,20260125,GeneralSupp,Phone,1030,16.5,1090.5,64.1,0,1,1,Escalated
205,2026-01-25 17:14:19,20260125,GeneralSupp,Phone,1040,3.7,474.4,34.8,0,1,1,FollowUp
206,2026-01-25 17:21:24,20260125,GeneralSupp,Phone,1034,10.1,256.6,40.5,0,1,1,Resolved
207,2026-01-25 17:03:57,20260125,Intake,Phone,1007,17.1,436.9,17.3,0,1,1,Resolved
208,2026-01-25 17:26:57,20260125,Intake,Phone,1008,5.2,220.0,81.6,0,1,1,Resolved
209,2026-01-25 18:29:51,20260125,GeneralChat,Chat,1002,7.0,329.1,18.2,0,1,1,Resolved
210,2026-01-25 18:48:55,20260125,GeneralSupp,Phone,1031,2.7,439.7,15.6,0,1,1,Resolved
211,2026-01-25 18:33:19,20260125,GeneralSupp,Phone,1006,11.6,252.0,83.2,0,1,1,Resolved
212,2026-01-25 18:47:35,20260125,Crisis,Phone,1025,52.4,687.5,19.9,0,1,0,Resolved
213,2026-01-25 19:12:24,20260125,GeneralSupp,Phone,1024,13.7,99.2,68.5,0,1,1,Transferred
214,2026-01-25 19:26:41,20260125,GeneralChat,Chat,1013,9.2,611.7,40.8,0,1,1,FollowUp
215,2026-01-25 19:10:28,20260125,Crisis,Phone,1015,11.2,690.1,34.4,0,1,1,Escalated
216,2026-01-25 20:26:40,20260125,Intake,Phone,1025,24.4,490.3,44.8,0,1,0,FollowUp
217,2026-01-26 07:38:48,20260126,GeneralSupp,Phone,1011,12.8,288.3,24.6,0,1,1,Resolved
218,2026-01-26 07:56:22,20260126,GeneralSupp,Phone,1001,5.0,176.9,86.2,0,1,1,Escalated
219,2026-01-26 07:19:23,20260126,Intake,Phone,1019,12.7,208.4,20.1,0,1,1,Resolved
220,2026-01-26 07:04:03,20260126,Intake,Phone,1036,8.1,170.8,86.4,0,1,1,Resolved
221,2026-01-26 07:52:31,20260126,GeneralSupp,Phone,1028,24.0,236.3,64.5,0,1,0,Transferred
222,2026-01-26 07:28:26,20260126,Intake,Phone,1020,7.9,258.3,26.0,0,1,1,Resolved
223,2026-01-26 07:01:37,20260126,GeneralSupp,Phone,1002,24.7,166.1,59.3,0,1,0,Resolved
224,2026-01-26 07:50:24,20260126,GeneralChat,Chat,1012,39.9,263.9,17.0,0,1,0,Resolved
225,2026-01-26 07:40:43,20260126,GeneralChat,Chat,1032,5.6,109.2,83.6,0,1,1,Resolved
226,2026-01-26 07:04:13,20260126,Intake,Phone,1013,8.2,266.3,30.1,0,1,1,Escalated
227,2026-01-26 08:45:22,20260126,GeneralSupp,Phone,1001,11.6,343.8,28.5,0,1,1,Resolved
228,2026-01-26 08:09:48,20260126,GeneralSupp,Phone,1010,7.2,132.6,25.4,0,1,1,Resolved
229,2026-01-26 08:29:32,20260126,Crisis,Phone,1010,8.7,694.9,77.4,0,1,1,Resolved
230,2026-01-26 08:22:16,20260126,Crisis,Phone,1030,5.2,930.3,37.2,0,1,1,Resolved
231,2026-01-26 08:38:48,20260126,Intake,Phone,1024,13.2,277.7,83.4,0,1,1,Resolved
232,2026-01-26 08:03:08,20260126,GeneralSupp,Phone,1037,11.2,210.4,16.5,0,1,1,FollowUp
233,2026-01-26 08:42:50,20260126,Intake,Phone,1019,2.4,311.3,54.6,0,1,1,Resolved
234,2026-01-26 08:44:32,20260126,GeneralSupp,Phone,,4.3,0.0,0.0,1,0,0,Abandoned
235,2026-01-26 08:13:35,20260126,GeneralChat,Chat,1006,7.0,273.6,39.5,0,1,1,Transferred
236,2026-01-26 08:09:02,20260126,GeneralSupp,Phone,1027,15.1,205.0,89.4,0,1,1,Resolved
237,2026-01-26 08:37:39,20260126,Intake,Phone,1007,16.3,288.1,18.0,0,1,1,Resolved
238,2026-01-26 08:15:25,20260126,Intake,Phone,1005,5.4,455.0,87.8,0,1,1,Resolved
239,2026-01-26 08:56:29,20260126,Crisis,Phone,1027,10.8,437.3,79.8,0,1,1,Resolved
240,2026-01-26 08:46:30,20260126,GeneralSupp,Phone,1014,7.3,229.9,54.4,0,1,1,FollowUp
241,2026-01-26 08:57:18,20260126,GeneralChat,Chat,1032,3.8,371.6,41.8,0,1,1,Resolved
242,2026-01-26 08:32:04,20260126,Crisis,Phone,1001,5.3,686.0,49.1,0,1,1,Resolved
243,2026-01-26 08:56:18,20260126,GeneralChat,Chat,1020,4.9,318.0,45.9,0,1,1,Resolved
244,2026-01-26 09:55:15,20260126,GeneralSupp,Phone,,5.2,0.0,0.0,1,0,0,Abandoned
245,2026-01-26 09:02:55,20260126,Intake,Phone,1031,20.1,273.1,35.6,0,1,0,Escalated
246,2026-01-26 09:11:14,20260126,GeneralSupp,Phone,1004,17.4,441.6,56.5,0,1,1,Resolved
247,2026-01-26 09:01:46,20260126,GeneralSupp,Phone,1007,19.4,213.2,42.3,0,1,1,FollowUp
248,2026-01-26 09:24:49,20260126,GeneralChat,Chat,1034,7.9,493.6,20.6,0,1,1,Resolved
249,2026-01-26 09:59:22,20260126,Intake,Phone,1008,15.9,459.4,65.4,0,1,1,Escalated
250,2026-01-26 09:41:01,20260126,Intake,Phone,1003,18.0,335.1,32.7,0,1,1,Resolved
251,2026-01-26 09:29:36,20260126,Intake,Phone,1021,6.4,297.9,88.4,0,1,1,Resolved
