agent_id,date_key,scheduled_minutes,actual_minutes
1020,20260128,480,455
1002,20260128,480,433
1028,20260128,480,487
1003,20260128,480,423
1035,20260128,480,437
1037,20260128,480,452
1009,20260128,480,459
1006,20260128,480,436
1040,20260128,480,425
1004,20260128,480,451
1039,20260128,480,482
1029,20260128,480,405
1015,20260128,480,413
1023,20260128,480,427
1018,20260128,480,452
1032,20260128,480,473
1005,20260128,480,420
1024,20260128,480,470
1013,20260128,480,449
1012,20260128,480,451
1017,20260128,480,398
1030,20260128,480,436
1033,20260128,480,484
1034,20260128,480,504
1027,20260128,480,450
1038,20260128,480,473
1028,20260129,480,472
1026,20260129,480,426
1039,20260129,480,471
1014,20260129,480,443
1009,20260129,480,470
1034,20260129,480,422
1010,20260129,480,467
1015,20260129,480,442
1022,20260129,480,420
1038,20260129,480,457
1005,20260129,480,404
1001,20260129,480,436
1016,20260129,480,454
1023,20260129,480,496
1037,20260129,480,432
1019,20260129,480,440
1006,20260129,480,441
1027,20260129,480,440
1011,20260129,480,471
1004,20260129,480,446
1021,20260129,480,403
1035,20260129,480,435
1029,20260129,480,394
1040,20260129,480,459
1025,20260129,480,442
1013,20260129,480,468
1030,20260129,480,409
1033,20260129,480,472
1036,20260129,480,399
1007,20260129,480,452
1020,20260129,480,448
1017,20260129,480,464
1031,20260129,480,441
1008,20260129,480,386
1007,20260130,480,453
1035,20260130,480,446
1003,20260130,480,453
1009,20260130,480,481
1008,20260130,480,452
1036,20260130,480,473
1011,20260130,480,449
1038,20260130,480,419
1018,20260130,480,456
1013,20260130,480,493
1002,20260130,480,469
1023,20260130,480,430
1015,20260130,480,423
1012,20260130,480,449
1019,20260130,480,426
1001,20260130,480,449
1010,20260130,480,435
1017,20260130,480,464
1014,20260130,480,395
1005,20260130,480,434
1024,20260130,480,470
1031,20260130,480,428
1033,20260130,480,422
1021,20260130,480,453
1020,20260130,480,463
1016,20260130,480,486
1022,20260130,480,504
1026,20260130,480,499
1027,20260130,480,428
1029,20260130,480,403
1039,20260130,480,448
1028,20260130,480,418
1037,20260130,480,444
1040,20260130,480,495
1022,20260131,480,502
1040,20260131,480,456
1029,20260131,480,474
1007,20260131,480,442
1025,20260131,480,426
1034,20260131,480,459
1035,20260131,480,410
1017,20260131,480,410
1012,20260131,480,461
1031,20260131,480,398
1030,20260131,480,434
1015,20260131,480,417
1008,20260131,480,448
1011,20260131,480,436
1027,20260131,480,484
1036,20260131,480,450
1019,20260201,480,430
1020,20260201,480,447
1010,20260201,480,417
1033,20260201,480,411
1018,20260201,480,410
1030,20260201,480,355
1036,20260201,480,402
1003,20260201,480,406
1005,20260201,480,371
1034,20260201,480,429
1031,20260201,480,385
1023,20260201,480,476
1024,20260201,480,415
1021,20260201,480,432
1037,20260201,480,409
1026,20260201,480,388
1025,20260202,480,504
1026,20260202,480,472
1001,20260202,480,364
1038,20260202,480,468
1008,20260202,480,418
1011,20260202,480,406
1020,20260202,480,418
1034,20260202,480,450
1010,20260202,480,464
1030,20260202,480,425
1029,20260202,480,451
1006,20260202,480,392
1032,20260202,480,433
1028,20260202,480,433
1012,20260202,480,440
1036,20260202,480,427
1014,20260202,480,393
1016,20260202,480,482
1009,20260202,480,475
1003,20260202,480,467
1027,20260202,480,424
1007,20260202,480,478
1018,20260202,480,445
1031,20260202,480,473
1033,20260202,480,434
1019,20260202,480,421
1040,20260202,480,418
1015,20260202,480,475
1004,20260202,480,448
1017,20260202,480,441
1035,20260202,480,450
1022,20260202,480,426
1021,20260202,480,459
1024,20260202,480,402
1003,20260203,480,440
1033,20260203,480,397
1034,20260203,480,447
1020,20260203,480,474
1038,20260203,480,377
1025,20260203,480,441
1019,20260203,480,452
1002,20260203,480,470
1032,20260203,480,433
1007,20260203,480,420
1026,20260203,480,462
1001,20260203,480,463
1010,20260203,480,422
1012,20260203,480,446
1014,20260203,480,460
1022,20260203,480,403
1016,20260203,480,478
1036,20260203,480,449
1039,20260203,480,465
1023,20260203,480,446
1029,20260203,480,453
1015,20260203,480,431
1028,20260203,480,477
1017,20260203,480,496
1013,20260203,480,448
1031,20260203,480,486
1027,20260203,480,457
1006,20260203,480,392
1004,20260203,480,428
1030,20260203,480,437
1040,20260203,480,490
1035,20260203,480,427
1021,20260203,480,420
1024,20260203,480,465
1021,20260204,480,451
1034,20260204,480,449
1036,20260204,480,462
1015,20260204,480,432
1037,20260204,480,439
1022,20260204,480,436
1005,20260204,480,468
1039,20260204,480,460
1001,20260204,480,487
1033,20260204,480,434
1026,20260204,480,427
1019,20260204,480,469
1006,20260204,480,428
1002,20260204,480,407
1023,20260204,480,450
1028,20260204,480,479
1012,20260204,480,378
1024,20260204,480,410
1007,20260204,480,435
1030,20260204,480,444
1016,20260204,480,424
1027,20260204,480,410
1018,20260204,480,403
1025,20260204,480,473
1038,20260204,480,460
1004,20260204,480,436
1040,20260204,480,441
1014,20260204,480,465
1031,20260204,480,416
1010,20260204,480,432
1035,20260204,480,417
1013,20260204,480,447
1029,20260204,480,424
1008,20260204,480,470
1018,20260205,480,436
1013,20260205,480,486
1012,20260205,480,465
1034,20260205,480,473
1030,20260205,480,404
1035,20260205,480,466
1025,20260205,480,471
1015,20260205,480,375
1007,20260205,480,437
1040,20260205,480,450
1003,20260205,480,457
1039,20260205,480,422
1010,20260205,480,433
1029,20260205,480,444
1005,20260205,480,453
1024,20260205,480,384
1022,20260205,480,478
1009,20260205,480,441
1023,20260205,480,463
1014,20260205,480,443
1006,20260205,480,456
1019,20260205,480,421
1031,20260205,480,481
1037,20260205,480,401
1008,20260205,480,440
1026,20260205,480,450
1004,20260205,480,439
1027,20260205,480,465
1038,20260205,480,417
1020,20260205,480,414
1028,20260205,480,437
1017,20260205,480,451
1036,20260205,480,440
1002,20260205,480,489
1039,20260206,480,386
1015,20260206,480,462
1008,20260206,480,423
1031,20260206,480,491
1001,20260206,480,482
1007,20260206,480,445
1033,20260206,480,431
1018,20260206,480,451
1026,20260206,480,414
1025,20260206,480,400
1022,20260206,480,433
1029,20260206,480,433
1040,20260206,480,471
1005,20260206,480,440
1028,20260206,480,461
1006,20260206,480,477
1020,20260206,480,476
1034,20260206,480,429
1010,20260206,480,430
1013,20260206,480,414
1038,20260206,480,428
1021,20260206,480,473
1003,20260206,480,415
1036,20260206,480,504
1024,20260206,480,443
1011,20260206,480,450
1017,20260206,480,504
1035,20260206,480,406
1002,20260206,480,440
1037,20260206,480,427
1016,20260206,480,395
1012,20260206,480,451
1019,20260206,480,462
1023,20260206,480,407
1013,20260207,480,415
1029,20260207,480,432
1030,20260207,480,430
1036,20260207,480,429
1020,20260207,480,476
1023,20260207,480,437
1005,20260207,480,415
1009,20260207,480,468
1035,20260207,480,430
1015,20260207,480,441
1016,20260207,480,435
1008,20260207,480,472
1037,20260207,480,422
1001,20260207,480,436
1033,20260207,480,450
1038,20260207,480,428
1032,20260208,480,496
1005,20260208,480,474
1009,20260208,480,474
1002,20260208,480,504
1012,20260208,480,464
1016,20260208,480,445
1037,20260208,480,432
1023,20260208,480,395
1019,20260208,480,461
1015,20260208,480,430
1020,20260208,480,451
1017,20260208,480,434
1003,20260208,480,406
1010,20260208,480,490
1026,20260208,480,400
1004,20260208,480,470
1005,20260209,480,492
1038,20260209,480,370
1021,20260209,480,451
1015,20260209,480,459
1016,20260209,480,444
1018,20260209,480,485
1007,20260209,480,426
1026,20260209,480,477
1025,20260209,480,454
1040,20260209,480,399
1004,20260209,480,425
1020,20260209,480,456
1031,20260209,480,385
1039,20260209,480,437
1029,20260209,480,487
1014,20260209,480,425
1033,20260209,480,411
1010,20260209,480,443
1030,20260209,480,503
1036,20260209,480,417
1019,20260209,480,416
1001,20260209,480,457
1027,20260209,480,464
1011,20260209,480,448
1003,20260209,480,407
1032,20260209,480,433
1009,20260209,480,437
1028,20260209,480,414
1012,20260209,480,461
1024,20260209,480,443
1006,20260209,480,473
1035,20260209,480,439
1008,20260209,480,440
1013,20260209,480,439
1002,20260210,480,412
1034,20260210,480,399
1032,20260210,480,457
1039,20260210,480,468
1037,20260210,480,426
1012,20260210,480,419
1021,20260210,480,438
1006,20260210,480,468
1036,20260210,480,406
1020,20260210,480,453
1013,20260210,480,426
1009,20260210,480,474
1026,20260210,480,446
1040,20260210,480,473
1010,20260210,480,451
1016,20260210,480,457
1025,20260210,480,435
1011,20260210,480,464
1022,20260210,480,455
1031,20260210,480,459
1017,20260210,480,396
1019,20260210,480,431
1030,20260210,480,433
1023,20260210,480,414
1038,20260210,480,436
1004,20260210,480,433
1008,20260210,480,402
1007,20260210,480,447
1029,20260210,480,434
1005,20260210,480,455
1015,20260210,480,470
1033,20260210,480,419
1001,20260210,480,375
1003,20260210,480,427
1033,20260211,480,479
1016,20260211,480,455
1022,20260211,480,457
1009,20260211,480,495
1035,20260211,480,391
1029,20260211,480,355
1028,20260211,480,462
1006,20260211,480,454
1008,20260211,480,429
1024,20260211,480,434
1013,20260211,480,419
1004,20260211,480,446
1020,20260211,480,380
1012,20260211,480,426
1034,20260211,480,434
1019,20260211,480,504
1017,20260211,480,476
1001,20260211,480,478
1026,20260211,480,463
1003,20260211,480,432
1025,20260211,480,463
1040,20260211,480,470
1039,20260211,480,425
1011,20260211,480,478
1032,20260211,480,474
1031,20260211,480,467
1015,20260211,480,419
1018,20260211,480,473
1021,20260211,480,411
1030,20260211,480,443
1027,20260211,480,466
1010,20260211,480,411
1002,20260211,480,442
1038,20260211,480,425
1004,20260212,480,403
1037,20260212,480,430
1026,20260212,480,477
1006,20260212,480,428
1040,20260212,480,418
1017,20260212,480,414
1001,20260212,480,427
1010,20260212,480,460
1020,20260212,480,435
1008,20260212,480,473
1025,20260212,480,460
1034,20260212,480,460
1027,20260212,480,425
1038,20260212,480,373
1009,20260212,480,435
1014,20260212,480,433
1016,20260212,480,433
1012,20260212,480,467
1032,20260212,480,429
1002,20260212,480,462
1029,20260212,480,455
1028,20260212,480,433
1024,20260212,480,443
1007,20260212,480,444
1003,20260212,480,455
1030,20260212,480,425
1035,20260212,480,398
1036,20260212,480,431
1015,20260212,480,487
1033,20260212,480,384
1039,20260212,480,471
1019,20260212,480,442
1022,20260212,480,442
1005,20260212,480,414
1038,20260213,480,419
1002,20260213,480,429
1020,20260213,480,461
1031,20260213,480,458
1003,20260213,480,431
1024,20260213,480,433
1013,20260213,480,464
1005,20260213,480,444
1032,20260213,480,478
1014,20260213,480,413
1033,20260213,480,451
1030,20260213,480,451
1039,20260213,480,454
1010,20260213,480,452
1036,20260213,480,457
1028,20260213,480,465
1037,20260213,480,375
1017,20260213,480,454
1040,20260213,480,451
1011,20260213,480,402
1025,20260213,480,404
1012,20260213,480,415
1023,20260213,480,444
1004,20260213,480,504
1026,20260213,480,504
1001,20260213,480,453
1035,20260213,480,459
1016,20260213,480,407
1029,20260213,480,396
1006,20260213,480,411
1034,20260213,480,463
1007,20260213,480,383
1022,20260213,480,463
1015,20260213,480,473
1013,20260214,480,454
1034,20260214,480,440
1021,20260214,480,446
1011,20260214,480,428
1016,20260214,480,425
1025,20260214,480,428
1026,20260214,480,430
1015,20260214,480,458
1032,20260214,480,436
1022,20260214,480,457
1005,20260214,480,401
1038,20260214,480,451
1003,20260214,480,497
1009,20260214,480,458
1018,20260214,480,455
1027,20260214,480,458
1016,20260215,480,446
1004,20260215,480,455
1001,20260215,480,406
1009,20260215,480,455
1011,20260215,480,447
1022,20260215,480,422
1002,20260215,480,425
1005,20260215,480,437
1034,20260215,480,440
1014,20260215,480,398
1040,20260215,480,468
1028,20260215,480,453
1035,20260215,480,402
1037,20260215,480,480
1007,20260215,480,469
1003,20260215,480,387
1040,20260216,480,450
1034,20260216,480,379
1038,20260216,480,471
1017,20260216,480,439
1013,20260216,480,463
1004,20260216,480,453
1035,20260216,480,409
1014,20260216,480,477
1032,20260216,480,408
1001,20260216,480,429
1016,20260216,480,408
1020,20260216,480,472
1019,20260216,480,405
1007,20260216,480,485
1012,20260216,480,407
1029,20260216,480,419
1033,20260216,480,504
1009,20260216,480,430
1006,20260216,480,500
1022,20260216,480,455
1002,20260216,480,435
1021,20260216,480,428
1023,20260216,480,433
1036,20260216,480,457
1025,20260216,480,426
1030,20260216,480,408
1037,20260216,480,428
1010,20260216,480,473
1024,20260216,480,406
1011,20260216,480,431
1005,20260216,480,453
1003,20260216,480,434
1015,20260216,480,463
1008,20260216,480,452
1028,20260217,480,426
1014,20260217,480,471
1007,20260217,480,441
1034,20260217,480,462
1017,20260217,480,463
1003,20260217,480,449
1006,20260217,480,463
1016,20260217,480,429
1031,20260217,480,455
1004,20260217,480,442
1030,20260217,480,427
1020,20260217,480,459
1035,20260217,480,454
1010,20260217,480,487
1012,20260217,480,444
1015,20260217,480,440
1023,20260217,480,465
1037,20260217,480,441
1027,20260217,480,482
1036,20260217,480,458
1019,20260217,480,428
1026,20260217,480,456
1018,20260217,480,445
1039,20260217,480,427
1011,20260217,480,401
1033,20260217,480,441
1001,20260217,480,417
1024,20260217,480,492
1038,20260217,480,455
1022,20260217,480,430
1008,20260217,480,412
1032,20260217,480,463
1005,20260217,480,471
1013,20260217,480,504
1022,20260218,480,414
1003,20260218,480,448
1029,20260218,480,494
1027,20260218,480,485
1025,20260218,480,457
1021,20260218,480,445
1033,20260218,480,426
1023,20260218,480,471
1009,20260218,480,419
1012,20260218,480,443
1004,20260218,480,413
1002,20260218,480,438
1015,20260218,480,445
1013,20260218,480,416
1024,20260218,480,427
1030,20260218,480,405
1016,20260218,480,427
1001,20260218,480,454
1010,20260218,480,447
1020,20260218,480,474
1040,20260218,480,448
1039,20260218,480,392
1036,20260218,480,463
1026,20260218,480,464
1037,20260218,480,388
1005,20260218,480,426
1011,20260218,480,451
1019,20260218,480,383
1017,20260218,480,430
1006,20260218,480,504
1007,20260218,480,489
1031,20260218,480,437
1014,20260218,480,500
1035,20260218,480,422
1025,20260219,480,482
1007,20260219,480,419
1010,20260219,480,451
1032,20260219,480,393
1040,20260219,480,473
1030,20260219,480,471
1039,20260219,480,455
1028,20260219,480,485
1023,20260219,480,481
1035,20260219,480,465
1037,20260219,480,475
1024,20260219,480,446
1001,20260219,480,469
1005,20260219,480,441
1027,20260219,480,450
1020,20260219,480,416
1021,20260219,480,478
1008,20260219,480,469
1033,20260219,480,431
1003,20260219,480,404
1038,20260219,480,448
1012,20260219,480,459
1017,20260219,480,452
1009,20260219,480,449
1022,20260219,480,392
1034,20260219,480,504
1011,20260219,480,398
1004,20260219,480,464
1019,20260219,480,439
1002,20260219,480,453
1015,20260219,480,449
1018,20260219,480,429
1013,20260219,480,432
1026,20260219,480,403
1035,20260220,480,477
1011,20260220,480,459
1038,20260220,480,427
1020,20260220,480,396
1021,20260220,480,383
1014,20260220,480,399
1016,20260220,480,464
1024,20260220,480,444
1004,20260220,480,468
1002,20260220,480,426
1027,20260220,480,435
1007,20260220,480,475
1039,20260220,480,394
1029,20260220,480,477
1028,20260220,480,403
1017,20260220,480,476
1037,20260220,480,404
1015,20260220,480,399
1025,20260220,480,478
1023,20260220,480,469
1010,20260220,480,475
1009,20260220,480,406
1034,20260220,480,439
1012,20260220,480,454
1001,20260220,480,481
1030,20260220,480,435
1003,20260220,480,447
1013,20260220,480,470
1008,20260220,480,402
1026,20260220,480,453
1022,20260220,480,409
1036,20260220,480,443
1018,20260220,480,453
1032,20260220,480,471
1037,20260221,480,469
1008,20260221,480,400
1031,20260221,480,402
1021,20260221,480,440
1009,20260221,480,429
1011,20260221,480,461
1040,20260221,480,475
1002,20260221,480,408
1018,20260221,480,494
1028,20260221,480,484
1007,20260221,480,502
1038,20260221,480,414
1027,20260221,480,481
1023,20260221,480,421
1017,20260221,480,417
1005,20260221,480,457
1032,20260222,480,424
1023,20260222,480,376
1017,20260222,480,455
1027,20260222,480,477
1007,20260222,480,405
1029,20260222,480,477
1014,20260222,480,504
1012,20260222,480,479
1013,20260222,480,451
1024,20260222,480,449
1038,20260222,480,443
1016,20260222,480,444
1008,20260222,480,467
1036,20260222,480,464
1022,20260222,480,483
1040,20260222,480,407
1003,20260223,480,434
1030,20260223,480,386
1002,20260223,480,414
1037,20260223,480,420
1004,20260223,480,435
1028,20260223,480,409
1001,20260223,480,446
1036,20260223,480,491
1031,20260223,480,428
1013,20260223,480,459
1019,20260223,480,455
1040,20260223,480,483
1027,20260223,480,457
1007,20260223,480,459
1009,20260223,480,451
1008,20260223,480,454
1035,20260223,480,459
1026,20260223,480,446
1012,20260223,480,440
1034,20260223,480,437
1010,20260223,480,425
1033,20260223,480,467
1020,20260223,480,424
1029,20260223,480,468
1011,20260223,480,450
1015,20260223,480,436
1038,20260223,480,453
1032,20260223,480,449
1016,20260223,480,451
1022,20260223,480,469
1005,20260223,480,461
1006,20260223,480,423
1017,20260223,480,431
1024,20260223,480,467
1018,20260224,480,439
1027,20260224,480,404
1025,20260224,480,460
1032,20260224,480,436
1037,20260224,480,355
1015,20260224,480,427
1024,20260224,480,504
1007,20260224,480,486
1017,20260224,480,444
1014,20260224,480,452
1003,20260224,480,436
1001,20260224,480,382
1020,20260224,480,459
1012,20260224,480,444
1002,20260224,480,446
1030,20260224,480,441
1011,20260224,480,452
1016,20260224,480,452
1008,20260224,480,463
1039,20260224,480,434
1031,20260224,480,425
1010,20260224,480,436
1034,20260224,480,419
1038,20260224,480,432
1040,20260224,480,430
1004,20260224,480,438
1036,20260224,480,423
1013,20260224,480,458
1019,20260224,480,474
1009,20260224,480,445
1023,20260224,480,418
1028,20260224,480,396
1035,20260224,480,417
1021,20260224,480,397
1014,20260225,480,455
1033,20260225,480,424
1025,20260225,480,425
1034,20260225,480,448
1003,20260225,480,500
1020,20260225,480,434
1024,20260225,480,456
1022,20260225,480,464
1031,20260225,480,419
1011,20260225,480,426
1027,20260225,480,394
1030,20260225,480,461
1037,20260225,480,477
1036,20260225,480,504
1016,20260225,480,434
1004,20260225,480,416
1019,20260225,480,438
1001,20260225,480,493
1021,20260225,480,435
1015,20260225,480,421
1009,20260225,480,437
1023,20260225,480,437
1032,20260225,480,419
1012,20260225,480,440
1026,20260225,480,436
1035,20260225,480,368
1013,20260225,480,482
1039,20260225,480,420
1008,20260225,480,434
1018,20260225,480,463
1017,20260225,480,486
1006,20260225,480,408
1010,20260225,480,479
1028,20260225,480,464
1018,20260226,480,504
1040,20260226,480,441
1028,20260226,480,480
1026,20260226,480,405
1030,20260226,480,452
1007,20260226,480,475
1012,20260226,480,406
1006,20260226,480,420
1031,20260226,480,481
1013,20260226,480,404
1019,20260226,480,447
1034,20260226,480,442
1009,20260226,480,461
1022,20260226,480,479
1036,20260226,480,473
1025,20260226,480,441
1010,20260226,480,475
1011,20260226,480,457
1039,20260226,480,440
1038,20260226,480,460
1021,20260226,480,432
1003,20260226,480,447
1032,20260226,480,473
1005,20260226,480,458
1017,20260226,480,462
1024,20260226,480,442
1023,20260226,480,426
1035,20260226,480,435
1020,20260226,480,444
1029,20260226,480,457
1033,20260226,480,495
1027,20260226,480,451
1001,20260226,480,402
1014,20260226,480,457
1004,20260227,480,434
1002,20260227,480,474
1029,20260227,480,411
1040,20260227,480,454
1038,20260227,480,447
1019,20260227,480,457
1024,20260227,480,443
1023,20260227,480,400
1027,20260227,480,472
1011,20260227,480,433
1015,20260227,480,429
1014,20260227,480,416
1025,20260227,480,410
1016,20260227,480,504
1018,20260227,480,475
1036,20260227,480,493
1013,20260227,480,444
1030,20260227,480,418
1035,20260227,480,444
1037,20260227,480,433
1039,20260227,480,474
1033,20260227,480,421
1007,20260227,480,465
1034,20260227,480,475
1028,20260227,480,408
1031,20260227,480,428
1026,20260227,480,468
1022,20260227,480,432
1001,20260227,480,492
1005,20260227,480,456
1009,20260227,480,417
1006,20260227,480,461
1021,20260227,480,452
1032,20260227,480,437
1021,20260228,480,453
1017,20260228,480,485
1002,20260228,480,438
1038,20260228,480,444
1008,20260228,480,396
1035,20260228,480,491
1019,20260228,480,393
1011,20260228,480,483
1023,20260228,480,445
1025,20260228,480,451
1028,20260228,480,431
1009,20260228,480,412
1020,20260228,480,443
1004,20260228,480,436
1031,20260228,480,446
1003,20260228,480,454
1035,20260301,480,469
1016,20260301,480,426
1024,20260301,480,424
1028,20260301,480,437
1032,20260301,480,404
1008,20260301,480,456
1013,20260301,480,452
1039,20260301,480,426
1033,20260301,480,405
1029,20260301,480,425
1022,20260301,480,485
1025,20260301,480,466
1026,20260301,480,449
1021,20260301,480,472
1031,20260301,480,396
1023,20260301,480,421
1023,20260302,480,443
1010,20260302,480,425
1018,20260302,480,394
1009,20260302,480,427
1024,20260302,480,469
1034,20260302,480,422
1005,20260302,480,469
1030,20260302,480,415
1003,20260302,480,415
1029,20260302,480,427
1039,20260302,480,487
1027,20260302,480,410
1015,20260302,480,471
1004,20260302,480,379
1037,20260302,480,479
1038,20260302,480,487
1007,20260302,480,445
1012,20260302,480,441
1035,20260302,480,454
1006,20260302,480,471
1026,20260302,480,384
1033,20260302,480,503
1001,20260302,480,480
1022,20260302,480,409
1021,20260302,480,438
1031,20260302,480,446
1025,20260302,480,457
1008,20260302,480,436
1019,20260302,480,415
1014,20260302,480,504
1016,20260302,480,460
1028,20260302,480,431
1013,20260302,480,487
1017,20260302,480,455
1011,20260303,480,449
1031,20260303,480,429
1026,20260303,480,443
1005,20260303,480,443
1004,20260303,480,435
1027,20260303,480,420
1040,20260303,480,429
1003,20260303,480,483
1006,20260303,480,411
1036,20260303,480,478
1013,20260303,480,408
1017,20260303,480,398
1015,20260303,480,443
1016,20260303,480,336
1022,20260303,480,422
1032,20260303,480,454
1014,20260303,480,416
1039,20260303,480,484
1012,20260303,480,457
1034,20260303,480,436
1008,20260303,480,414
1019,20260303,480,438
1001,20260303,480,389
1035,20260303,480,449
1010,20260303,480,435
1025,20260303,480,395
1018,20260303,480,452
1038,20260303,480,436
1007,20260303,480,455
1009,20260303,480,413
1029,20260303,480,444
1020,20260303,480,481
1024,20260303,480,501
1033,20260303,480,440
1026,20260304,480,459
1025,20260304,480,438
1039,20260304,480,435
1033,20260304,480,444
1028,20260304,480,499
1031,20260304,480,427
1040,20260304,480,457
1024,20260304,480,465
1003,20260304,480,444
1011,20260304,480,457
1020,20260304,480,476
1018,20260304,480,469
1023,20260304,480,460
1005,20260304,480,442
1027,20260304,480,464
1016,20260304,480,435
1007,20260304,480,446
1034,20260304,480,483
1004,20260304,480,451
1010,20260304,480,435
1038,20260304,480,446
1030,20260304,480,438
1013,20260304,480,443
1012,20260304,480,448
1021,20260304,480,463
1014,20260304,480,412
1008,20260304,480,434
1001,20260304,480,458
1035,20260304,480,464
1015,20260304,480,362
1019,20260304,480,465
1022,20260304,480,391
1006,20260304,480,443
1029,20260304,480,455
1015,20260305,480,471
1026,20260305,480,463
1013,20260305,480,441
1007,20260305,480,420
1033,20260305,480,432
1012,20260305,480,419
1004,20260305,480,462
1031,20260305,480,473
1021,20260305,480,384
1006,20260305,480,463
1017,20260305,480,431
1002,20260305,480,498
1040,20260305,480,449
1037,20260305,480,464
1039,20260305,480,428
1019,20260305,480,499
1011,20260305,480,427
1014,20260305,480,448
1034,20260305,480,463
1032,20260305,480,461
1008,20260305,480,446
1028,20260305,480,452
1035,20260305,480,430
1030,20260305,480,448
1003,20260305,480,415
1009,20260305,480,449
1022,20260305,480,472
1024,20260305,480,471
1025,20260305,480,367
1010,20260305,480,445
1020,20260305,480,439
1029,20260305,480,469
1001,20260305,480,464
1036,20260305,480,446
1011,20260306,480,423
1040,20260306,480,465
1039,20260306,480,431
1016,20260306,480,425
1027,20260306,480,468
1001,20260306,480,471
1019,20260306,480,472
1007,20260306,480,469
1018,20260306,480,430
1003,20260306,480,473
1015,20260306,480,429
1004,20260306,480,431
1005,20260306,480,368
1012,20260306,480,415
1014,20260306,480,405
1002,20260306,480,459
1010,20260306,480,398
1023,20260306,480,461
1026,20260306,480,407
1009,20260306,480,455
1036,20260306,480,391
1025,20260306,480,475
1020,20260306,480,436
1030,20260306,480,504
1006,20260306,480,449
1021,20260306,480,426
1017,20260306,480,400
1034,20260306,480,429
1029,20260306,480,474
1031,20260306,480,433
1035,20260306,480,404
1033,20260306,480,472
1028,20260306,480,384
1008,20260306,480,420
1037,20260307,480,451
1019,20260307,480,432
1025,20260307,480,441
1033,20260307,480,463
1023,20260307,480,449
1005,20260307,480,449
1017,20260307,480,444
1024,20260307,480,440
1009,20260307,480,454
1035,20260307,480,479
1038,20260307,480,444
1001,20260307,480,433
1030,20260307,480,452
1010,20260307,480,447
1031,20260307,480,493
1039,20260307,480,408
1016,20260308,480,447
1024,20260308,480,435
1031,20260308,480,491
1028,20260308,480,418
1006,20260308,480,429
1002,20260308,480,440
1037,20260308,480,418
1015,20260308,480,416
1021,20260308,480,446
1007,20260308,480,445
1003,20260308,480,470
1001,20260308,480,431
1022,20260308,480,475
1026,20260308,480,485
1009,20260308,480,493
1017,20260308,480,416
1015,20260309,480,490
1010,20260309,480,449
1019,20260309,480,491
1012,20260309,480,426
1025,20260309,480,442
1005,20260309,480,439
1007,20260309,480,395
1032,20260309,480,432
1037,20260309,480,380
1030,20260309,480,412
1035,20260309,480,403
1001,20260309,480,460
1033,20260309,480,443
1002,20260309,480,441
1009,20260309,480,439
1034,20260309,480,454
1014,20260309,480,504
1024,20260309,480,443
1003,20260309,480,417
1020,20260309,480,452
1011,20260309,480,415
1004,20260309,480,452
1040,20260309,480,469
1039,20260309,480,442
1006,20260309,480,375
1023,20260309,480,452
1016,20260309,480,480
1018,20260309,480,401
1026,20260309,480,412
1036,20260309,480,477
1022,20260309,480,422
1028,20260309,480,456
1017,20260309,480,446
1027,20260309,480,439
1035,20260310,480,431
1009,20260310,480,432
1003,20260310,480,412
1016,20260310,480,419
1015,20260310,480,425
1004,20260310,480,430
